,sentence,correct label,predicted label,is correct,is train,
18513,okay give me the first,ack,null,False,True,
18514,how about portuguese food,reqalts,reqalts,True,True,
18515,anything else,reqalts,reqalts,True,True,
18516,unintelligible,null,null,True,True,
18517,what is the phone number,request,request,True,True,
18518,how about portuguese,reqalts,reqalts,True,True,
18519,what is the phone number,request,request,True,True,
18520,im looking for something in the south part of town that serves creative,inform,inform,True,True,
18521,dont care,inform,inform,True,True,
18522,sil,null,null,True,True,
18523,what is their phone number,request,request,True,True,
18524,id like a hungarian food restaurant in the centre part of town,inform,inform,True,True,
18525,thank you good bye,thankyou,thankyou,True,True,
18526,address,request,request,True,True,
18527,cheap,inform,inform,True,True,
18528,phone number,request,request,True,True,
18529,whats the address,request,request,True,True,
18530,how about gastro type,reqalts,reqalts,True,True,
18531,whats the address,request,request,True,True,
18532,how bout asian oriental,inform,inform,True,True,
18533,is there anything else,reqalts,reqalts,True,True,
18534,what is the address,request,request,True,True,
18535,thank you good bye,thankyou,thankyou,True,True,
18536,phone number,request,request,True,True,
18537,id like it to be in the south part of town,inform,inform,True,True,
18538,okay whats the address,request,request,True,True,
18539,the east part,inform,inform,True,True,
18540,no,negate,negate,True,True,
18541,how about british food,reqalts,reqalts,True,True,
18542,thank you good bye,thankyou,thankyou,True,True,
18543,can i can i have the address the phone number,request,request,True,True,
18544,i dont care,inform,inform,True,True,
18545,sil,null,null,True,True,
18546,whats the price range,request,request,True,True,
18547,unintelligible,null,null,True,True,
18548,yes,affirm,affirm,True,True,
18549,dont care,inform,inform,True,True,
18550,dont care,inform,inform,True,True,
18551,the phone number,request,request,True,True,
18552,whats the price range,request,request,True,True,
18553,phone number,request,request,True,True,
18554,thank you good bye,thankyou,thankyou,True,True,
18555,what is the address and phone number,request,request,True,True,
18556,west,inform,inform,True,True,
18557,unintelligible,null,null,True,True,
18558,phone number,request,request,True,True,
18559,phone number,request,request,True,True,
18560,in the west part of town,inform,inform,True,True,
18561,i dont care,inform,inform,True,True,
18562,north,inform,inform,True,True,
18563,can i get the address,request,request,True,True,
18564,any kind of food,inform,inform,True,True,
18565,good bye,bye,bye,True,True,
18566,what is the address,request,request,True,True,
18567,what else,reqalts,reqalts,True,True,
18568,the price range,request,request,True,True,
18569,what is the area,request,request,True,True,
18570,thank you good bye,thankyou,thankyou,True,True,
18571,im looking for a restaurant in the north part of town that serves christmas food,inform,inform,True,True,
18572,i dont care,inform,inform,True,True,
18573,moderate,inform,inform,True,True,
18574,can you give me the phone number,request,request,True,True,
18575,swiss,inform,inform,True,True,
18576,goodbye,bye,bye,True,True,
18577,thank you goodbye,thankyou,thankyou,True,True,
18578,what is price range,request,request,True,True,
18579,can i get the phone number and address,request,request,True,True,
18580,thank you good bye,thankyou,thankyou,True,True,
18581,im looking for a restaurant in the south part of town serving,inform,inform,True,True,
18582,i dont care,inform,inform,True,True,
18583,japanese,inform,inform,True,True,
18584,kay can i have the address phone number and the area,request,request,True,True,
18585,east,inform,inform,True,True,
18586,thank you good bye,thankyou,thankyou,True,True,
18587,no a cheap restaurant,negate,negate,True,True,
18588,cheap,inform,inform,True,True,
18589,what is the phone number,request,request,True,True,
18590,price range,request,request,True,True,
18591,thai food,inform,inform,True,True,
18592,thank you good bye,thankyou,thankyou,True,True,
18593,cool whats the address,request,request,True,True,
18594,okay well any price range at all,inform,inform,True,True,
18595,thank you good bye,thankyou,thankyou,True,True,
18596,may i have the phone number and address,request,request,True,True,
18597,turkish,inform,inform,True,True,
18598,moderate priced,inform,inform,True,True,
18599,whats the phone number,request,request,True,True,
18600,any type,inform,inform,True,True,
18601,im looking for a japanese restaurant in the east part,inform,inform,True,True,
18602,address,request,request,True,True,
18603,okay can i,null,null,True,True,
18604,im looking for a moderately priced restaurant in the west part of town,inform,inform,True,True,
18605,and the address,request,request,True,True,
18606,what type of food does it serve,request,request,True,True,
18607,thank you good bye,thankyou,thankyou,True,True,
18608,thats fine whats the address,request,request,True,True,
18609,hello,hello,hello,True,True,
18610,what is the address,request,request,True,True,
18611,how about portuguese,reqalts,reqalts,True,True,
18612,what is the address,request,request,True,True,
18613,and their phone number,request,request,True,True,
18614,i want to find a turkish food,inform,inform,True,True,
18615,what is their phone number,request,request,True,True,
18616,is there another one,reqalts,reqalts,True,True,
18617,afghan,inform,inform,True,True,
18618,south,inform,inform,True,True,
18619,yes cheap restaurant,affirm,affirm,True,True,
18620,thank you good bye,thankyou,thankyou,True,True,
18621,what is the phone number and price range,request,request,True,True,
18622,doesnt matter,inform,inform,True,True,
18623,spanish,inform,inform,True,True,
18624,i dont care,inform,inform,True,True,
18625,address,request,request,True,True,
18626,im looking for a restaurant in any area that,inform,inform,True,True,
18627,yes,affirm,affirm,True,True,
18628,noise,null,null,True,True,
18629,what is the signature dish,request,request,True,True,
18630,thank you good bye,thankyou,thankyou,True,True,
18631,thank you good bye,thankyou,thankyou,True,True,
18632,phone number,request,request,True,True,
18633,where,request,request,True,True,
18634,cheap restaurant,inform,inform,True,True,
18635,im looking for a european restaurant in center area,inform,inform,True,True,
18636,thank you good bye,thankyou,thankyou,True,True,
18637,restaurant in west part of town,inform,inform,True,True,
18638,tv_noise,null,null,True,True,
18639,the west part of town id like a cheap restaurant,inform,inform,True,True,
18640,any,inform,inform,True,True,
18641,is there anything else,reqalts,reqalts,True,True,
18642,thank you good bye,thankyou,thankyou,True,True,
18643,any area,inform,inform,True,True,
18644,how about chinese type of food,reqalts,reqalts,True,True,
18645,thank you good bye,thankyou,thankyou,True,True,
18646,expensive,inform,inform,True,True,
18647,offer you the phone number and address,request,request,True,True,
18648,thank you good bye,thankyou,thankyou,True,True,
18649,moderate,inform,inform,True,True,
18650,phone number,request,request,True,True,
18651,french,inform,inform,True,True,
18652,catalan,inform,inform,True,True,
18653,address,request,request,True,True,
18654,okay and whats the phone number,request,request,True,True,
18655,is there anything else,reqalts,reqalts,True,True,
18656,what about vietnamese type of food,reqalts,reqalts,True,True,
18657,mexican food,inform,inform,True,True,
18658,french food,inform,inform,True,True,
18659,phone number,request,request,True,True,
18660,okay and uh the phone number,request,request,True,True,
18661,telephone number,request,request,True,True,
18662,yea,affirm,affirm,True,True,
18663,address,request,request,True,True,
18664,can i get the address and phone number,request,request,True,True,
18665,um is there one selling indian,inform,inform,True,True,
18666,unintelligible,null,null,True,True,
18667,thank you good bye,thankyou,thankyou,True,True,
18668,phone number,request,request,True,True,
18669,what is the address,request,request,True,True,
18670,another,reqalts,reqalts,True,True,
18671,uh it doesnt matter,inform,inform,True,True,
18672,could i have the address and phone number please,request,request,True,True,
18673,if there is no such venue how about french type of food,inform,inform,True,True,
18674,phone number,request,request,True,True,
18675,what type of food,request,request,True,True,
18676,unintelligible,null,null,True,True,
18677,location,request,request,True,True,
18678,west,inform,inform,True,True,
18679,thank you goodbye,thankyou,thankyou,True,True,
18680,what kind of food is it,request,request,True,True,
18681,yes,affirm,affirm,True,True,
18682,expensive,inform,inform,True,True,
18683,and the phone number,request,request,True,True,
18684,moderately priced restaurant,inform,inform,True,True,
18685,what is the phone number,request,request,True,True,
18686,south,inform,inform,True,True,
18687,how about ah one that serves asian oriental,reqalts,reqalts,True,True,
18688,im looking for a restaurant serving chinese food,inform,inform,True,True,
18689,that serves,null,null,True,True,
18690,it doesnt matter,inform,inform,True,True,
18691,can i have the phone number and price range,request,request,True,True,
18692,thank you good bye,thankyou,thankyou,True,True,
18693,yes,affirm,affirm,True,True,
18694,and can i have the address,request,request,True,True,
18695,thank you good bye,thankyou,thankyou,True,True,
18696,post code,request,request,True,True,
18697,thank you good bye,thankyou,thankyou,True,True,
18698,address,request,request,True,True,
18699,doesnt matter,inform,inform,True,True,
18700,whats,null,null,True,True,
18701,and the phone number,request,request,True,True,
18702,indonesian,inform,inform,True,True,
18703,yes,affirm,affirm,True,True,
18704,im looking for african food,inform,inform,True,True,
18705,i need a moderate priced restaurant in the north part of town,inform,inform,True,True,
18706,thank you good bye,thankyou,thankyou,True,True,
18707,cantonese,inform,inform,True,True,
18708,there korean food,inform,inform,True,True,
18709,alright thank you good,thankyou,thankyou,True,True,
18710,type of food does it serve,request,request,True,True,
18711,in the east part of town,inform,inform,True,True,
18712,is there anything else,reqalts,reqalts,True,True,
18713,no,negate,negate,True,True,
18714,can i have the address and the phone number,request,request,True,True,
18715,unintelligible,null,null,True,True,
18716,do they serve cuban,confirm,confirm,True,True,
18717,i dont care,inform,inform,True,True,
18718,it doesnt matter,inform,inform,True,True,
18719,and the phone number,request,request,True,True,
18720,thank you good bye,thankyou,thankyou,True,True,
18721,im looking for a cheap restaurant and it should be in the north part of town,inform,inform,True,True,
18722,im looking for korean food in any price range,inform,inform,True,True,
18723,im looking for thai,inform,inform,True,True,
18724,thank you good bye,thankyou,thankyou,True,True,
18725,hi im looking for a moderately priced restaurant,hello,hello,True,True,
18726,whats the address,request,request,True,True,
18727,sil,null,null,True,True,
18728,address,request,request,True,True,
18729,thank you good bye,thankyou,thankyou,True,True,
18730,traditional,inform,inform,True,True,
18731,thank you good bye,thankyou,thankyou,True,True,
18732,thank you good bye,thankyou,thankyou,True,True,
18733,phone number,request,request,True,True,
18734,what type of food,request,request,True,True,
18735,moderately priced south of town,inform,inform,True,True,
18736,moderately priced restaurant,inform,inform,True,True,
18737,it doesnt matter,inform,inform,True,True,
18738,thank you good bye,thankyou,thankyou,True,True,
18739,good bye,bye,bye,True,True,
18740,sil,null,null,True,True,
18741,and the postal code,request,request,True,True,
18742,yes,affirm,affirm,True,True,
18743,noise thank you good bye,thankyou,thankyou,True,True,
18744,thank you good bye,thankyou,thankyou,True,True,
18745,do you have anything else,reqalts,reqalts,True,True,
18746,area,request,request,True,True,
18747,inaudible,null,null,True,True,
18748,in the center part of town french food,inform,inform,True,True,
18749,what is the phone number and address,request,request,True,True,
18750,address phone number,request,request,True,True,
18751,thank you goodbye,thankyou,thankyou,True,True,
18752,is there anything else,reqalts,reqalts,True,True,
18753,west,inform,inform,True,True,
18754,thank you good bye,thankyou,thankyou,True,True,
18755,i need a restaurant serving modern european food,inform,inform,True,True,
18756,whats the address phone number and area,request,request,True,True,
18757,yes,affirm,affirm,True,True,
18758,would like british food,inform,inform,True,True,
18759,phone number,request,request,True,True,
18760,yes,affirm,affirm,True,True,
18761,id like a restaurant in the north part of town serving swiss food,inform,inform,True,True,
18762,modern euorpean,inform,inform,True,True,
18763,thank you good bye,thankyou,thankyou,True,True,
18764,thank you good bye,thankyou,thankyou,True,True,
18765,unintelligible,null,null,True,True,
18766,hi im looking for a restaurant that serves vegetarian food,hello,hello,True,True,
18767,what is the address,request,request,True,True,
18768,sil,null,null,True,True,
18769,yes,affirm,affirm,True,True,
18770,thai,inform,inform,True,True,
18771,it doesnt matter,inform,inform,True,True,
18772,what is the phone number and post code,request,request,True,True,
18773,what is the phone number and address,request,request,True,True,
18774,whats the address,request,request,True,True,
18775,seafood,inform,inform,True,True,
18776,whats the address,request,request,True,True,
18777,italian food,inform,inform,True,True,
18778,i want a cheap restaurant in the north,inform,inform,True,True,
18779,whats the address phone number and area,request,request,True,True,
18780,phone number,request,request,True,True,
18781,whats the phone number and post code,request,request,True,True,
18782,may i have the address and phone number,request,request,True,True,
18783,cheap restaurant,inform,inform,True,True,
18784,yes,affirm,affirm,True,True,
18785,any more,reqalts,inform,False,True,
18786,thank you good bye,thankyou,thankyou,True,True,
18787,could i have the address and phone number please,request,request,True,True,
18788,west,inform,inform,True,True,
18789,the center of town,inform,inform,True,True,
18790,okay what is the address,request,request,True,True,
18791,north american,inform,inform,True,True,
18792,unintelligible,null,null,True,True,
18793,address,request,request,True,True,
18794,correct,affirm,affirm,True,True,
18795,a restaurant in the west part of town that serves hungarian food,inform,inform,True,True,
18796,is there a restaurant that serves modern european,reqalts,reqalts,True,True,
18797,yes,affirm,affirm,True,True,
18798,cuban,inform,inform,True,True,
18799,dont care,inform,inform,True,True,
18800,swedish food,inform,inform,True,True,
18801,noise,null,null,True,True,
18802,asian oriental food,inform,inform,True,True,
18803,i dont care,inform,inform,True,True,
18804,i want a restaurant that serves,inform,inform,True,True,
18805,sea food,inform,inform,True,True,
18806,kosher,inform,inform,True,True,
18807,i want to find a cheap restaurant that serves,inform,inform,True,True,
18808,moderately,inform,inform,True,True,
18809,how about vietnamese type of food,reqalts,reqalts,True,True,
18810,yes,affirm,affirm,True,True,
18811,how about european food,reqalts,reqalts,True,True,
18812,i need a restaurant serving turkish food,inform,inform,True,True,
18813,thank you good bye,thankyou,thankyou,True,True,
18814,any,inform,inform,True,True,
18815,cool whats the address,request,request,True,True,
18816,thank you good bye,thankyou,thankyou,True,True,
18817,turkish food,inform,inform,True,True,
18818,what is the phone number,request,request,True,True,
18819,portuguese food,inform,inform,True,True,
18820,phone number,request,request,True,True,
18821,portuguese,inform,inform,True,True,
18822,thank you good bye,thankyou,thankyou,True,True,
18823,and what is the price range,request,request,True,True,
18824,yes,affirm,affirm,True,True,
18825,what type of food does the missing sock ser,request,request,True,True,
18826,i want spanish food,inform,inform,True,True,
18827,thank you good bye,thankyou,thankyou,True,True,
18828,sil,null,null,True,True,
18829,thank you good bye,thankyou,thankyou,True,True,
18830,moderate,inform,inform,True,True,
18831,telephone number,request,request,True,True,
18832,turkish,inform,inform,True,True,
18833,thank you good bye,thankyou,thankyou,True,True,
18834,any,inform,inform,True,True,
18835,whats its price range,request,request,True,True,
18836,is there anything else,reqalts,reqalts,True,True,
18837,it doesnt matter,inform,inform,True,True,
18838,korean,inform,inform,True,True,
18839,what about modern european,inform,reqalts,False,True,
18840,can i have the address,request,request,True,True,
18841,dont care,inform,inform,True,True,
18842,where is the restaurant,request,request,True,True,
18843,seafood,inform,inform,True,True,
18844,vietnamese food,inform,inform,True,True,
18845,what type of food,request,request,True,True,
18846,thank you goodbye,thankyou,thankyou,True,True,
18847,um what,null,null,True,True,
18848,cuban,inform,inform,True,True,
18849,im looking for thai food,inform,inform,True,True,
18850,north,inform,inform,True,True,
18851,is there anything else,reqalts,reqalts,True,True,
18852,address,request,request,True,True,
18853,how about gastropub food,reqalts,reqalts,True,True,
18854,thank you good bye,thankyou,thankyou,True,True,
18855,again,repeat,inform,False,True,
18856,looking for a moderately priced restaurant,inform,inform,True,True,
18857,phone number,request,request,True,True,
18858,what is the golden woks address,request,request,True,True,
18859,im looking for a restaurant serving unintelligible,inform,inform,True,True,
18860,asian oriental,inform,inform,True,True,
18861,im looking for a moderately priced restaurant and it should be in the north,inform,inform,True,True,
18862,chinese food,inform,inform,True,True,
18863,sil,null,null,True,True,
18864,area,request,request,True,True,
18865,thank you good bye,thankyou,thankyou,True,True,
18866,it doesnt matter,inform,inform,True,True,
18867,phone number and post code,request,request,True,True,
18868,could i have the area please,request,request,True,True,
18869,whats the address,request,request,True,True,
18870,expensive,inform,inform,True,True,
18871,thank you good bye,thankyou,thankyou,True,True,
18872,thank you good bye,thankyou,thankyou,True,True,
18873,any area,inform,inform,True,True,
18874,greek,inform,inform,True,True,
18875,thank you good bye,thankyou,thankyou,True,True,
18876,what area are the asian oriental restaurants,request,request,True,True,
18877,food,inform,inform,True,True,
18878,yes,affirm,affirm,True,True,
18879,whats the phone number,request,request,True,True,
18880,cheap restaurant that serves turkish food,inform,inform,True,True,
18881,thank you good bye,thankyou,thankyou,True,True,
18882,whats its address,request,request,True,True,
18883,the phone number,request,request,True,True,
18884,any,inform,inform,True,True,
18885,address,request,request,True,True,
18886,yes,affirm,affirm,True,True,
18887,unintelligible,null,null,True,True,
18888,brazilian food,inform,inform,True,True,
18889,i need a restaurant in the center of town,inform,inform,True,True,
18890,thank you good bye,thankyou,thankyou,True,True,
18891,whats the address,request,request,True,True,
18892,im looking for a moderately priced restaurant that serves japanese,inform,inform,True,True,
18893,can i have an expensive restaurant,inform,inform,True,True,
18894,can i have the address,request,request,True,True,
18895,may i have the address and phone number please,request,request,True,True,
18896,dont care,inform,inform,True,True,
18897,the south part,inform,inform,True,True,
18898,it doesnt matter,inform,inform,True,True,
18899,im looking for an expensive restaurant serving turkish food,inform,inform,True,True,
18900,food,inform,inform,True,True,
18901,uh chinese,inform,inform,True,True,
18902,south,inform,inform,True,True,
18903,thank you goodbye,thankyou,thankyou,True,True,
18904,whats their phone number,request,request,True,True,
18905,moderate,inform,inform,True,True,
18906,phone number,request,request,True,True,
18907,whats the phone number,request,request,True,True,
18908,anything,inform,inform,True,True,
18909,an expensive restaurant in the south part of town,inform,inform,True,True,
18910,oriental food,inform,inform,True,True,
18911,what about spanish type of food,reqalts,reqalts,True,True,
18912,any,inform,inform,True,True,
18913,west,inform,inform,True,True,
18914,mediterranean,inform,inform,True,True,
18915,thank you good bye,thankyou,thankyou,True,True,
18916,noise,null,null,True,True,
18917,price range,request,request,True,True,
18918,world food,inform,inform,True,True,
18919,dont care,inform,inform,True,True,
18920,ring,null,null,True,True,
18921,noise,null,null,True,True,
18922,vietnam,inform,inform,True,True,
18923,thank you goodbye,thankyou,thankyou,True,True,
18924,west part of town,inform,inform,True,True,
18925,noise french food,inform,inform,True,True,
18926,can i have it in any price range,inform,inform,True,True,
18927,that serves indian food,inform,inform,True,True,
18928,i need cheap hungarian restaurant,inform,inform,True,True,
18929,dont care,inform,inform,True,True,
18930,thank you good bye,thankyou,thankyou,True,True,
18931,could i have its number,request,request,True,True,
18932,what is the phone number and post code,request,request,True,True,
18933,the price range,request,request,True,True,
18934,sil,null,null,True,True,
18935,oh thank you goodbye,thankyou,thankyou,True,True,
18936,how about mediterranean,reqalts,reqalts,True,True,
18937,doesnt matter,inform,inform,True,True,
18938,is there anything else,reqalts,reqalts,True,True,
18939,yea,affirm,affirm,True,True,
18940,any price range,inform,inform,True,True,
18941,well i dont care about the price range,inform,inform,True,True,
18942,thank you good bye,thankyou,thankyou,True,True,
18943,expensive,inform,inform,True,True,
18944,id like the address and area,request,request,True,True,
18945,thank you good bye,thankyou,thankyou,True,True,
18946,yes,affirm,affirm,True,True,
18947,uh,null,null,True,True,
18948,south,inform,inform,True,True,
18949,what is the address,request,request,True,True,
18950,im looking for a restaurant in the east part of town that serves chinese,inform,inform,True,True,
18951,north,inform,inform,True,True,
18952,expensive restaurant in the south part of town,inform,inform,True,True,
18953,what is the phone number and address,request,request,True,True,
18954,what is the phone number,request,request,True,True,
18955,yes indian food,affirm,affirm,True,True,
18956,what type of food do they serve,request,request,True,True,
18957,how about chinese,reqalts,reqalts,True,True,
18958,whats the phone number,request,request,True,True,
18959,thank you good bye,thankyou,thankyou,True,True,
18960,can i have the address,request,request,True,True,
18961,canopus,inform,inform,True,True,
18962,looking for an expensive restaurant that serves,inform,inform,True,True,
18963,yes do you have one with chinese,affirm,affirm,True,True,
18964,phone number and pri,request,request,True,True,
18965,thank you good bye,thankyou,thankyou,True,True,
18966,post code,request,request,True,True,
18967,indian food in the south,inform,inform,True,True,
18968,right,affirm,affirm,True,True,
18969,can i have the phone number,request,request,True,True,
18970,um whats the price range,request,request,True,True,
18971,yes,affirm,affirm,True,True,
18972,thank you good bye,thankyou,thankyou,True,True,
18973,im looking for a restaurant that serves turkish food,inform,inform,True,True,
18974,barbecue,inform,inform,True,True,
18975,i want an expensive restaurant that serves portuguese food,inform,inform,True,True,
18976,and what area is that,request,request,True,True,
18977,thank you good bye,thankyou,thankyou,True,True,
18978,korean,inform,inform,True,True,
18979,moderate,inform,inform,True,True,
18980,moderate,inform,inform,True,True,
18981,sea food,inform,inform,True,True,
18982,thank you good bye,thankyou,thankyou,True,True,
18983,any range,inform,inform,True,True,
18984,it doesnt matter,inform,inform,True,True,
18985,any,inform,inform,True,True,
18986,phone number,request,request,True,True,
18987,thank you good bye,thankyou,thankyou,True,True,
18988,unintelligible,null,null,True,True,
18989,expensive,inform,inform,True,True,
18990,is it portuguese food,confirm,confirm,True,True,
18991,type of food,request,request,True,True,
18992,is there a restaurant in the east part of town that serves indian food,reqalts,reqalts,True,True,
18993,looking for moderately priced russian food,inform,inform,True,True,
18994,i dont care,inform,inform,True,True,
18995,thank you good bye,thankyou,thankyou,True,True,
18996,moderately priced,inform,inform,True,True,
18997,unintelligible,null,null,True,True,
18998,thank you good bye,thankyou,thankyou,True,True,
18999,any,inform,inform,True,True,
19000,italian food,inform,inform,True,True,
19001,thank you,thankyou,thankyou,True,True,
19002,im looking for hungarian food i dont care about the price,inform,inform,True,True,
19003,south,inform,inform,True,True,
19004,thank you,thankyou,thankyou,True,True,
19005,dont care,inform,inform,True,True,
19006,is there anything else,reqalts,reqalts,True,True,
19007,im looking for a restaurant serving polish food,inform,inform,True,True,
19008,could i have the address phone number and area,request,request,True,True,
19009,indian,inform,inform,True,True,
19010,post code,request,request,True,True,
19011,i need a restaurant that serves canape,inform,inform,True,True,
19012,phone number,request,request,True,True,
19013,what is the price range,request,request,True,True,
19014,another place,reqalts,reqalts,True,True,
19015,whats the post code,request,request,True,True,
19016,im looking for a cheap restaurant in the south part of town,inform,inform,True,True,
19017,halal,inform,inform,True,True,
19018,moderately priced,inform,inform,True,True,
19019,good bye,bye,bye,True,True,
19020,um i dont know,inform,inform,True,True,
19021,uh another choice,reqalts,reqalts,True,True,
19022,id like an expensive thai restaurant,inform,inform,True,True,
19023,expensive,inform,inform,True,True,
19024,indonesian food,inform,inform,True,True,
19025,phone number,request,request,True,True,
19026,whats the phone number,request,request,True,True,
19027,im looking for a restaurant in the west part of town that should serve english food,inform,inform,True,True,
19028,ye,affirm,affirm,True,True,
19029,address,request,request,True,True,
19030,asian oriental food,inform,inform,True,True,
19031,australian,inform,inform,True,True,
19032,thank you good bye,thankyou,thankyou,True,True,
19033,international food,inform,inform,True,True,
19034,whats the phone number,request,request,True,True,
19035,postcode,request,request,True,True,
19036,no,negate,negate,True,True,
19037,in the south,inform,inform,True,True,
19038,italian food,inform,inform,True,True,
19039,thank you good bye,thankyou,thankyou,True,True,
19040,is there anything else,reqalts,reqalts,True,True,
19041,moderately,inform,inform,True,True,
19042,what is the price range,request,request,True,True,
19043,whats the phone number and post code,request,request,True,True,
19044,what is the post co,request,request,True,True,
19045,thank you good bye,thankyou,thankyou,True,True,
19046,whats the post code,request,request,True,True,
19047,thank you good bye,thankyou,thankyou,True,True,
19048,thank you good bye,thankyou,thankyou,True,True,
19049,noise,null,null,True,True,
19050,cheap restaurant,inform,inform,True,True,
19051,noise,null,null,True,True,
19052,thank you good bye,thankyou,thankyou,True,True,
19053,type of food,request,request,True,True,
19054,european food,inform,inform,True,True,
19055,phone number,request,request,True,True,
19056,address,request,request,True,True,
19057,how about french,reqalts,reqalts,True,True,
19058,polynesian food,inform,inform,True,True,
19059,turkish,inform,inform,True,True,
19060,british type,inform,inform,True,True,
19061,wrong,deny,deny,True,True,
19062,east,inform,inform,True,True,
19063,what is the,null,null,True,True,
19064,whats the,null,null,True,True,
19065,sil,null,null,True,True,
19066,breath okay how about thai food,ack,reqalts,False,True,
19067,sil,null,null,True,True,
19068,asian oriental food,inform,inform,True,True,
19069,thank you good bye,thankyou,thankyou,True,True,
19070,could i have the phone number and post code please,request,request,True,True,
19071,cheap italian food,inform,inform,True,True,
19072,thai food,inform,inform,True,True,
19073,thank you good bye,thankyou,thankyou,True,True,
19074,yes,affirm,affirm,True,True,
19075,chinese food,inform,inform,True,True,
19076,is there an indian restaurant the east of town,inform,inform,True,True,
19077,address and phone number,request,request,True,True,
19078,post code,request,request,True,True,
19079,phone number,request,request,True,True,
19080,alright whats the address,request,request,True,True,
19081,whats its price range,request,request,True,True,
19082,spanish food west part of town,inform,inform,True,True,
19083,mediterranean,inform,inform,True,True,
19084,anything else,reqalts,reqalts,True,True,
19085,jamaican food,inform,inform,True,True,
19086,korean food,inform,inform,True,True,
19087,okay whats the phone number,request,request,True,True,
19088,any kind,inform,inform,True,True,
19089,cheap restaurant,inform,inform,True,True,
19090,cheap portuguese food,inform,inform,True,True,
19091,can i have a thai restaurant,inform,inform,True,True,
19092,what is the address,request,request,True,True,
19093,goodbye,bye,bye,True,True,
19094,im looking for a moderately priced restaurant,inform,inform,True,True,
19095,romanian,inform,inform,True,True,
19096,im looking for a cheap restaurant,inform,inform,True,True,
19097,inaudible,null,null,True,True,
19098,and the address,request,request,True,True,
19099,thank you good bye,thankyou,thankyou,True,True,
19100,is there anything else,reqalts,reqalts,True,True,
19101,cheap restaurant serving mediterranean food,inform,inform,True,True,
19102,thank you goodbye,thankyou,thankyou,True,True,
19103,a restaurant,inform,inform,True,True,
19104,thank you good bye,thankyou,thankyou,True,True,
19105,address,request,request,True,True,
19106,and the post code,request,request,True,True,
19107,phone number,request,request,True,True,
19108,phone number,request,request,True,True,
19109,thank you good bye,thankyou,thankyou,True,True,
19110,what type of food do they serve,request,request,True,True,
19111,uh i want the address of the or the address of the mediterranean food part,request,request,True,True,
19112,thank you goodbye,thankyou,thankyou,True,True,
19113,can i get the phone number,request,request,True,True,
19114,breath thank you very much goodbye,thankyou,thankyou,True,True,
19115,i dont care,inform,inform,True,True,
19116,im looking for a cheap restaurant in the south part of town,inform,inform,True,True,
19117,im looking for a moderately priced restaurant,inform,inform,True,True,
19118,dont care,inform,inform,True,True,
19119,the phone number please,request,request,True,True,
19120,no im looking for austria asian food,negate,negate,True,True,
19121,yes,affirm,affirm,True,True,
19122,no there is no such venue how about portuguese type of food,reqalts,negate,False,True,
19123,dont want that,deny,inform,False,True,
19124,german,inform,inform,True,True,
19125,how about korean food,reqalts,reqalts,True,True,
19126,what area of town,request,request,True,True,
19127,uh center,inform,inform,True,True,
19128,sil,null,null,True,True,
19129,what is the address and phone number,request,request,True,True,
19130,i dont care,inform,inform,True,True,
19131,thank you good bye,thankyou,thankyou,True,True,
19132,thank you good bye,thankyou,thankyou,True,True,
19133,is there anything else,reqalts,reqalts,True,True,
19134,european,inform,inform,True,True,
19135,the address,request,request,True,True,
19136,thank you good bye,thankyou,thankyou,True,True,
19137,how about french food,reqalts,reqalts,True,True,
19138,south,inform,inform,True,True,
19139,how about chinese,reqalts,reqalts,True,True,
19140,type of food,request,request,True,True,
19141,thank you good bye,thankyou,thankyou,True,True,
19142,expensive,inform,inform,True,True,
19143,im looking for a unintelligible food,inform,inform,True,True,
19144,address,request,request,True,True,
19145,i want to find a restaurant in the center and it should serve vietnamese food,inform,inform,True,True,
19146,thai,inform,inform,True,True,
19147,north,inform,inform,True,True,
19148,thank you good bye,thankyou,thankyou,True,True,
19149,russian food,inform,inform,True,True,
19150,okay ah wha whats the address,request,request,True,True,
19151,thank you goodbye,thankyou,thankyou,True,True,
19152,price range,request,request,True,True,
19153,moderate,inform,inform,True,True,
19154,thank you good bye,thankyou,thankyou,True,True,
19155,thank you good bye,thankyou,thankyou,True,True,
19156,okay address phone number and post code please,request,request,True,True,
19157,what is the phone number,request,request,True,True,
19158,what about european food,reqalts,reqalts,True,True,
19159,danish,inform,inform,True,True,
19160,chinese,inform,inform,True,True,
19161,anything,inform,inform,True,True,
19162,great thank you good bye,thankyou,thankyou,True,True,
19163,thank you goodbye,thankyou,thankyou,True,True,
19164,south,inform,inform,True,True,
19165,what about italian food,reqalts,reqalts,True,True,
19166,im looking for a moderately priced restaurant in the west part of town,inform,inform,True,True,
19167,in the north part of town,inform,inform,True,True,
19168,thank you goodbye,thankyou,thankyou,True,True,
19169,it doesnt matter,inform,inform,True,True,
19170,gastropub,inform,inform,True,True,
19171,unintelligible,null,null,True,True,
19172,how about french,reqalts,reqalts,True,True,
19173,no,negate,negate,True,True,
19174,price range,request,request,True,True,
19175,im looking for a restaurant in the north part of town that serves,inform,inform,True,True,
19176,may i have the address please,request,request,True,True,
19177,is there anything else,reqalts,reqalts,True,True,
19178,post code,request,request,True,True,
19179,i would like to find a restaurant in the west part of town,inform,inform,True,True,
19180,spanish,inform,inform,True,True,
19181,expensive,inform,inform,True,True,
19182,yes,affirm,affirm,True,True,
